Item Name,Qty,Price (total) (GBP),Item link,Notes
PCB,5,$27.79,NA,gold finish costs way too much but whatever
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Total Price (GBP):,$27.79,,,
